,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,atemp_group
696,697,2012-11-27,4,2012,11,False,2,True,2,11.958347,14.0779,0.786667,0.237562,123,3836,3959,1,2
697,698,2012-11-28,4,2012,11,False,3,True,1,12.163347,14.488100000000001,0.50625,0.210821,198,5062,5260,2,2
698,699,2012-11-29,4,2012,11,False,4,True,1,11.51567,14.921100000000001,0.555652,0.115522,243,5080,5323,1,2
699,700,2012-11-30,4,2012,11,False,5,True,1,12.231653000000001,16.193350000000002,0.649583,0.0584708,362,5306,5668,2,2
700,701,2012-12-01,4,2012,12,False,6,False,2,12.231653000000001,15.8452,0.806667,0.0597042,951,4240,5191,2,2
701,702,2012-12-02,4,2012,12,False,0,False,2,14.247499999999999,17.9604,0.823333,0.124379,892,3757,4649,2,2
702,703,2012-12-03,4,2012,12,False,1,True,1,18.552500000000002,22.7898,0.7675,0.0827208,555,5679,6234,2,2
703,704,2012-12-04,4,2012,12,False,2,True,1,19.509153,23.4527,0.73375,0.174129,551,6055,6606,2,2
704,705,2012-12-05,4,2012,12,False,3,True,1,17.971653,21.4006,0.485,0.324021,331,5398,5729,2,2
705,706,2012-12-06,4,2012,12,False,4,True,1,10.489152999999998,12.9102,0.50875,0.174754,340,5035,5375,1,2
706,707,2012-12-07,4,2012,12,False,5,True,2,13.154152999999999,16.097900000000003,0.764167,0.1306,349,4659,5008,2,2
707,708,2012-12-08,4,2012,12,False,6,False,2,15.648347,19.4754,0.91125,0.101379,1153,4429,5582,2,2
708,709,2012-12-09,4,2012,12,False,0,False,2,15.750846999999998,19.5073,0.905417,0.157975,441,2787,3228,2,2
709,710,2012-12-10,4,2012,12,False,1,True,2,17.869153,21.77875,0.925,0.190308,329,4841,5170,2,2
710,711,2012-12-11,4,2012,12,False,2,True,2,14.486653,16.91815,0.596667,0.296037,282,5219,5501,2,2
711,712,2012-12-12,4,2012,12,False,3,True,2,12.1975,14.8669,0.538333,0.162937,310,5009,5319,2,2
712,713,2012-12-13,4,2012,12,False,4,True,1,12.129153,14.7094,0.485833,0.174129,425,5107,5532,2,2
713,714,2012-12-14,4,2012,12,False,5,True,1,11.548347,14.7096,0.642917,0.131229,429,5182,5611,1,2
714,715,2012-12-15,4,2012,12,False,6,False,1,13.290847,16.91915,0.650417,0.10635,767,4280,5047,2,2
715,716,2012-12-16,4,2012,12,False,0,False,2,14.862499999999999,18.4969,0.83875,0.100742,538,3248,3786,2,2
716,717,2012-12-17,4,2012,12,False,1,True,2,16.126653,20.075000000000003,0.907083,0.0982583,212,4373,4585,2,2
717,718,2012-12-18,4,2012,12,False,2,True,1,16.844153,20.485400000000002,0.66625,0.221404,433,5124,5557,2,2
718,719,2012-12-19,4,2012,12,False,3,True,1,13.6325,17.1081,0.625417,0.184092,333,4934,5267,2,2
719,720,2012-12-20,4,2012,12,False,4,True,2,13.530000000000001,16.760849999999998,0.667917,0.132463,314,3814,4128,2,2
720,721,2012-12-21,1,2012,12,False,5,True,2,13.393346999999999,15.08835,0.556667,0.374383,221,3402,3623,2,2
721,722,2012-12-22,1,2012,12,False,6,False,1,10.899153,11.80565,0.44125,0.407346,205,1544,1749,1,1
722,723,2012-12-23,1,2012,12,False,0,False,1,10.079153,12.97355,0.515417,0.133083,408,1379,1787,1,2
723,724,2012-12-24,1,2012,12,False,1,True,2,9.483464,12.945,0.791304,0.0772304,174,746,920,1,2
724,725,2012-12-25,1,2012,12,True,2,False,2,11.943464,14.723249999999998,0.734783,0.168726,440,573,1013,1,2
725,726,2012-12-26,1,2012,12,False,3,True,3,9.976652999999999,11.01665,0.823333,0.316546,9,432,441,1,1
726,727,2012-12-27,1,2012,12,False,4,True,2,10.420846999999998,11.3321,0.652917,0.350133,247,1867,2114,1,1
727,728,2012-12-28,1,2012,12,False,5,True,2,10.386652999999999,12.7523,0.59,0.155471,644,2451,3095,1,2
728,729,2012-12-29,1,2012,12,False,6,False,2,10.386652999999999,12.120000000000001,0.752917,0.124383,159,1182,1341,1,2
729,730,2012-12-30,1,2012,12,False,0,False,1,10.489152999999998,11.584999999999999,0.483333,0.350754,364,1432,1796,1,1
730,731,2012-12-31,1,2012,12,False,1,True,2,8.849153,11.17435,0.5775,0.154846,439,2290,2729,1,1
