,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
13830,13831,2012-08-04,3,2012,8,11,False,6,False,1,0.86,0.803,0.47,0.2537,155,315,470,2
13831,13832,2012-08-04,3,2012,8,12,False,6,False,1,0.86,0.7879,0.4,0.3582,222,325,547,2
13832,13833,2012-08-04,3,2012,8,13,False,6,False,1,0.88,0.8182,0.42,0.2985,195,332,527,3
13833,13834,2012-08-04,3,2012,8,14,False,6,False,1,0.88,0.803,0.4,0.3881,183,289,472,3
13834,13835,2012-08-04,3,2012,8,15,False,6,False,1,0.88,0.8182,0.42,0.4179,205,284,489,3
13835,13836,2012-08-04,3,2012,8,16,False,6,False,1,0.9,0.8182,0.39,0.2985,197,253,450,3
13836,13837,2012-08-04,3,2012,8,17,False,6,False,1,0.88,0.7879,0.37,0.2985,179,313,492,3
13837,13838,2012-08-04,3,2012,8,18,False,6,False,1,0.86,0.7879,0.41,0.3284,169,321,490,3
13838,13839,2012-08-04,3,2012,8,19,False,6,False,1,0.82,0.7727,0.52,0.3582,133,264,397,4
13839,13840,2012-08-04,3,2012,8,20,False,6,False,1,0.82,0.7727,0.52,0.2985,117,195,312,4
13840,13841,2012-08-04,3,2012,8,21,False,6,False,1,0.8,0.7727,0.59,0.2537,96,193,289,4
13841,13842,2012-08-04,3,2012,8,22,False,6,False,1,0.76,0.7273,0.66,0.2836,104,165,269,4
13842,13843,2012-08-04,3,2012,8,23,False,6,False,1,0.76,0.7273,0.66,0.2985,61,161,222,4
13843,13844,2012-08-05,3,2012,8,0,False,0,False,1,0.74,0.697,0.7,0.2836,32,121,153,1
13844,13845,2012-08-05,3,2012,8,1,False,0,False,1,0.74,0.697,0.7,0.2537,8,79,87,1
13845,13846,2012-08-05,3,2012,8,2,False,0,False,1,0.74,0.697,0.7,0.2985,5,68,73,1
13846,13847,2012-08-05,3,2012,8,3,False,0,False,1,0.72,0.697,0.74,0.2537,9,32,41,1
13847,13848,2012-08-05,3,2012,8,4,False,0,False,1,0.72,0.697,0.74,0.2537,3,11,14,1
13848,13849,2012-08-05,3,2012,8,5,False,0,False,1,0.72,0.697,0.74,0.2537,1,18,19,1
13849,13850,2012-08-05,3,2012,8,6,False,0,False,1,0.72,0.697,0.79,0.2537,7,12,19,1
13850,13851,2012-08-05,3,2012,8,7,False,0,False,1,0.74,0.7121,0.74,0.2985,18,50,68,2
13851,13852,2012-08-05,3,2012,8,8,False,0,False,1,0.76,0.7273,0.66,0.3284,27,81,108,2
13852,13853,2012-08-05,3,2012,8,9,False,0,False,1,0.8,0.7727,0.59,0.3582,61,168,229,2
13853,13854,2012-08-05,3,2012,8,10,False,0,False,1,0.8,0.7727,0.59,0.4179,111,253,364,2
13854,13855,2012-08-05,3,2012,8,11,False,0,False,1,0.82,0.7879,0.56,0.4179,155,282,437,2
13855,13856,2012-08-05,3,2012,8,12,False,0,False,1,0.86,0.803,0.47,0.5224,161,330,491,2
13856,13857,2012-08-05,3,2012,8,13,False,0,False,1,0.88,0.8182,0.44,0.4627,208,315,523,3
13857,13858,2012-08-05,3,2012,8,14,False,0,False,1,0.9,0.8485,0.42,0.4627,161,365,526,3
13858,13859,2012-08-05,3,2012,8,15,False,0,False,1,0.9,0.8182,0.37,0.5224,164,286,450,3
13859,13860,2012-08-05,3,2012,8,16,False,0,False,1,0.82,0.7576,0.46,0.2537,143,278,421,3
13860,13861,2012-08-05,3,2012,8,17,False,0,False,1,0.82,0.7576,0.46,0.2537,122,260,382,3
13861,13862,2012-08-05,3,2012,8,18,False,0,False,3,0.7,0.6667,0.74,0.1343,75,154,229,3
13862,13863,2012-08-05,3,2012,8,19,False,0,False,1,0.7,0.6667,0.84,0.2239,46,139,185,4
13863,13864,2012-08-05,3,2012,8,20,False,0,False,1,0.7,0.6667,0.84,0.1045,53,140,193,4
13864,13865,2012-08-05,3,2012,8,21,False,0,False,1,0.72,0.697,0.79,0.1045,51,157,208,4
13865,13866,2012-08-05,3,2012,8,22,False,0,False,1,0.72,0.697,0.79,0.0896,57,100,157,4
13866,13867,2012-08-05,3,2012,8,23,False,0,False,2,0.72,0.697,0.79,0.1642,29,58,87,4
13867,13868,2012-08-06,3,2012,8,0,False,1,True,2,0.72,0.697,0.79,0.0,9,24,33,1
13868,13869,2012-08-06,3,2012,8,1,False,1,True,1,0.72,0.697,0.79,0.0896,1,10,11,1
13869,13870,2012-08-06,3,2012,8,2,False,1,True,2,0.72,0.697,0.79,0.1343,0,5,5,1
13870,13871,2012-08-06,3,2012,8,3,False,1,True,3,0.72,0.697,0.79,0.0896,0,5,5,1
13871,13872,2012-08-06,3,2012,8,4,False,1,True,2,0.72,0.697,0.74,0.1343,3,8,11,1
13872,13873,2012-08-06,3,2012,8,5,False,1,True,1,0.7,0.6667,0.79,0.194,2,23,25,1
13873,13874,2012-08-06,3,2012,8,6,False,1,True,2,0.7,0.6667,0.79,0.2239,4,137,141,1
13874,13875,2012-08-06,3,2012,8,7,False,1,True,3,0.72,0.6818,0.7,0.194,14,393,407,2
13875,13876,2012-08-06,3,2012,8,8,False,1,True,2,0.7,0.6667,0.79,0.0,27,578,605,2
13876,13877,2012-08-06,3,2012,8,9,False,1,True,3,0.7,0.6667,0.79,0.1642,28,248,276,2
13877,13878,2012-08-06,3,2012,8,10,False,1,True,1,0.74,0.697,0.7,0.2239,54,159,213,2
13878,13879,2012-08-06,3,2012,8,11,False,1,True,1,0.76,0.7273,0.66,0.1343,108,152,260,2
13879,13880,2012-08-06,3,2012,8,12,False,1,True,2,0.78,0.7273,0.55,0.0896,72,213,285,2
13880,13881,2012-08-06,3,2012,8,13,False,1,True,1,0.8,0.7424,0.49,0.2239,85,204,289,3
13881,13882,2012-08-06,3,2012,8,14,False,1,True,1,0.82,0.7576,0.46,0.0,99,188,287,3
13882,13883,2012-08-06,3,2012,8,15,False,1,True,1,0.82,0.7576,0.46,0.1343,91,183,274,3
13883,13884,2012-08-06,3,2012,8,16,False,1,True,1,0.84,0.7576,0.41,0.1045,88,363,451,3
13884,13885,2012-08-06,3,2012,8,17,False,1,True,1,0.82,0.7424,0.41,0.0,112,746,858,3
13885,13886,2012-08-06,3,2012,8,18,False,1,True,1,0.82,0.7424,0.41,0.1343,100,743,843,3
13886,13887,2012-08-06,3,2012,8,19,False,1,True,1,0.78,0.7424,0.59,0.194,109,531,640,4
13887,13888,2012-08-06,3,2012,8,20,False,1,True,1,0.76,0.7273,0.66,0.1642,89,368,457,4
13888,13889,2012-08-06,3,2012,8,21,False,1,True,1,0.74,0.697,0.7,0.194,72,245,317,4
13889,13890,2012-08-06,3,2012,8,22,False,1,True,1,0.74,0.697,0.7,0.0896,50,157,207,4
13890,13891,2012-08-06,3,2012,8,23,False,1,True,1,0.72,0.697,0.74,0.194,16,97,113,4
13891,13892,2012-08-07,3,2012,8,0,False,2,True,1,0.7,0.6667,0.84,0.194,15,32,47,1
13892,13893,2012-08-07,3,2012,8,1,False,2,True,1,0.7,0.6667,0.84,0.1343,2,16,18,1
13893,13894,2012-08-07,3,2012,8,2,False,2,True,1,0.7,0.6667,0.84,0.1343,6,7,13,1
13894,13895,2012-08-07,3,2012,8,3,False,2,True,1,0.7,0.6667,0.84,0.0,0,6,6,1
13895,13896,2012-08-07,3,2012,8,4,False,2,True,1,0.68,0.6364,0.83,0.1343,2,7,9,1
13896,13897,2012-08-07,3,2012,8,5,False,2,True,1,0.7,0.6667,0.79,0.1045,3,33,36,1
13897,13898,2012-08-07,3,2012,8,6,False,2,True,2,0.7,0.6667,0.79,0.194,3,176,179,1
13898,13899,2012-08-07,3,2012,8,7,False,2,True,2,0.7,0.6667,0.74,0.1343,21,481,502,2
13899,13900,2012-08-07,3,2012,8,8,False,2,True,2,0.7,0.6515,0.7,0.1642,41,664,705,2
13900,13901,2012-08-07,3,2012,8,9,False,2,True,2,0.7,0.6667,0.74,0.1343,44,283,327,2
13901,13902,2012-08-07,3,2012,8,10,False,2,True,2,0.74,0.697,0.7,0.1343,89,161,250,2
13902,13903,2012-08-07,3,2012,8,11,False,2,True,2,0.76,0.7273,0.66,0.0896,84,130,214,2
13903,13904,2012-08-07,3,2012,8,12,False,2,True,2,0.8,0.7576,0.55,0.1343,86,197,283,2
13904,13905,2012-08-07,3,2012,8,13,False,2,True,2,0.8,0.7424,0.52,0.194,68,185,253,3
13905,13906,2012-08-07,3,2012,8,14,False,2,True,2,0.82,0.7576,0.46,0.0,76,185,261,3
13906,13907,2012-08-07,3,2012,8,15,False,2,True,1,0.8,0.7424,0.52,0.0,100,206,306,3
13907,13908,2012-08-07,3,2012,8,16,False,2,True,3,0.76,0.7273,0.66,0.2836,101,344,445,3
13908,13909,2012-08-07,3,2012,8,17,False,2,True,2,0.78,0.7424,0.62,0.1343,125,743,868,3
13909,13910,2012-08-07,3,2012,8,18,False,2,True,2,0.76,0.7121,0.62,0.1642,103,711,814,3
13910,13911,2012-08-07,3,2012,8,19,False,2,True,2,0.76,0.7273,0.66,0.1045,104,506,610,4
13911,13912,2012-08-07,3,2012,8,20,False,2,True,2,0.74,0.697,0.7,0.1343,74,374,448,4
13912,13913,2012-08-07,3,2012,8,21,False,2,True,2,0.72,0.697,0.74,0.0,70,247,317,4
13913,13914,2012-08-07,3,2012,8,22,False,2,True,1,0.72,0.697,0.74,0.1045,43,181,224,4
13914,13915,2012-08-07,3,2012,8,23,False,2,True,1,0.72,0.697,0.79,0.0,18,120,138,4
13915,13916,2012-08-08,3,2012,8,0,False,3,True,1,0.7,0.6667,0.84,0.0,12,46,58,1
13916,13917,2012-08-08,3,2012,8,1,False,3,True,1,0.72,0.697,0.79,0.0,3,20,23,1
13917,13918,2012-08-08,3,2012,8,2,False,3,True,1,0.7,0.6667,0.84,0.0,1,5,6,1
13918,13919,2012-08-08,3,2012,8,3,False,3,True,1,0.7,0.6667,0.84,0.0,1,6,7,1
13919,13920,2012-08-08,3,2012,8,4,False,3,True,1,0.7,0.6667,0.84,0.0,1,6,7,1
13920,13921,2012-08-08,3,2012,8,5,False,3,True,2,0.68,0.6364,0.89,0.1642,3,40,43,1
13921,13922,2012-08-08,3,2012,8,6,False,3,True,2,0.7,0.6667,0.84,0.1642,4,169,173,1
13922,13923,2012-08-08,3,2012,8,7,False,3,True,2,0.7,0.6667,0.84,0.1642,24,458,482,2
13923,13924,2012-08-08,3,2012,8,8,False,3,True,2,0.74,0.7273,0.72,0.0896,48,689,737,2
13924,13925,2012-08-08,3,2012,8,9,False,3,True,2,0.76,0.7273,0.66,0.0,33,308,341,2
13925,13926,2012-08-08,3,2012,8,10,False,3,True,2,0.8,0.7424,0.52,0.1343,63,151,214,2
13926,13927,2012-08-08,3,2012,8,11,False,3,True,2,0.8,0.7424,0.52,0.0,80,159,239,2
13927,13928,2012-08-08,3,2012,8,12,False,3,True,2,0.8,0.7424,0.52,0.0,63,217,280,2
13928,13929,2012-08-08,3,2012,8,13,False,3,True,2,0.8,0.7424,0.52,0.0,101,212,313,3
13929,13930,2012-08-08,3,2012,8,14,False,3,True,2,0.8,0.7424,0.52,0.2537,63,173,236,3
13930,13931,2012-08-08,3,2012,8,15,False,3,True,2,0.84,0.7576,0.44,0.194,110,168,278,3
13931,13932,2012-08-08,3,2012,8,16,False,3,True,2,0.8,0.7424,0.49,0.2836,113,328,441,3
13932,13933,2012-08-08,3,2012,8,17,False,3,True,2,0.8,0.7576,0.55,0.2836,107,751,858,3
13933,13934,2012-08-08,3,2012,8,18,False,3,True,2,0.78,0.7273,0.55,0.1642,117,745,862,3
13934,13935,2012-08-08,3,2012,8,19,False,3,True,1,0.76,0.7273,0.66,0.2239,119,567,686,4
13935,13936,2012-08-08,3,2012,8,20,False,3,True,1,0.74,0.697,0.66,0.194,76,424,500,4
13936,13937,2012-08-08,3,2012,8,21,False,3,True,1,0.74,0.697,0.66,0.1045,70,311,381,4
13937,13938,2012-08-08,3,2012,8,22,False,3,True,1,0.72,0.697,0.74,0.1045,35,198,233,4
13938,13939,2012-08-08,3,2012,8,23,False,3,True,1,0.72,0.6818,0.7,0.1343,16,120,136,4
13939,13940,2012-08-09,3,2012,8,0,False,4,True,1,0.72,0.697,0.74,0.194,16,51,67,1
13940,13941,2012-08-09,3,2012,8,1,False,4,True,1,0.7,0.6667,0.79,0.1343,5,23,28,1
13941,13942,2012-08-09,3,2012,8,2,False,4,True,1,0.7,0.6667,0.84,0.0896,2,12,14,1
13942,13943,2012-08-09,3,2012,8,3,False,4,True,1,0.68,0.6364,0.83,0.0896,1,5,6,1
13943,13944,2012-08-09,3,2012,8,4,False,4,True,2,0.68,0.6364,0.89,0.1343,0,10,10,1
13944,13945,2012-08-09,3,2012,8,5,False,4,True,2,0.66,0.5909,0.94,0.0,4,37,41,1
13945,13946,2012-08-09,3,2012,8,6,False,4,True,1,0.66,0.6061,0.83,0.1642,5,162,167,1
13946,13947,2012-08-09,3,2012,8,7,False,4,True,2,0.7,0.6667,0.84,0.1642,24,451,475,2
13947,13948,2012-08-09,3,2012,8,8,False,4,True,1,0.72,0.697,0.74,0.1045,28,670,698,2
13948,13949,2012-08-09,3,2012,8,9,False,4,True,1,0.76,0.7273,0.66,0.1642,54,299,353,2
13949,13950,2012-08-09,3,2012,8,10,False,4,True,1,0.8,0.7576,0.55,0.2239,72,133,205,2
13950,13951,2012-08-09,3,2012,8,11,False,4,True,1,0.84,0.7576,0.44,0.0,94,166,260,2
13951,13952,2012-08-09,3,2012,8,12,False,4,True,1,0.84,0.7576,0.44,0.1045,85,192,277,2
13952,13953,2012-08-09,3,2012,8,13,False,4,True,1,0.86,0.7879,0.41,0.1045,80,201,281,3
13953,13954,2012-08-09,3,2012,8,14,False,4,True,1,0.88,0.7727,0.32,0.2239,86,161,247,3
13954,13955,2012-08-09,3,2012,8,15,False,4,True,1,0.88,0.7727,0.32,0.2239,63,204,267,3
13955,13956,2012-08-09,3,2012,8,16,False,4,True,1,0.86,0.7727,0.39,0.2537,97,320,417,3
13956,13957,2012-08-09,3,2012,8,17,False,4,True,1,0.86,0.7576,0.36,0.2537,111,699,810,3
13957,13958,2012-08-09,3,2012,8,18,False,4,True,2,0.82,0.7576,0.46,0.2537,78,733,811,3
13958,13959,2012-08-09,3,2012,8,19,False,4,True,1,0.8,0.7576,0.55,0.194,90,533,623,4
13959,13960,2012-08-09,3,2012,8,20,False,4,True,1,0.7,0.6515,0.54,0.2836,91,387,478,4
13960,13961,2012-08-09,3,2012,8,21,False,4,True,2,0.7,0.6515,0.58,0.1642,50,286,336,4
13961,13962,2012-08-09,3,2012,8,22,False,4,True,2,0.66,0.6212,0.69,0.2239,41,218,259,4
13962,13963,2012-08-09,3,2012,8,23,False,4,True,1,0.66,0.6212,0.74,0.0,19,137,156,4
13963,13964,2012-08-10,3,2012,8,0,False,5,True,1,0.7,0.6515,0.65,0.0896,17,68,85,1
13964,13965,2012-08-10,3,2012,8,1,False,5,True,1,0.7,0.6515,0.65,0.1045,6,35,41,1
13965,13966,2012-08-10,3,2012,8,2,False,5,True,1,0.7,0.6667,0.74,0.1642,6,14,20,1
13966,13967,2012-08-10,3,2012,8,3,False,5,True,2,0.72,0.697,0.79,0.194,3,6,9,1
13967,13968,2012-08-10,3,2012,8,4,False,5,True,3,0.7,0.6667,0.84,0.2836,0,7,7,1
13968,13969,2012-08-10,3,2012,8,5,False,5,True,3,0.7,0.6667,0.84,0.2836,4,29,33,1
13969,13970,2012-08-10,3,2012,8,6,False,5,True,3,0.64,0.5758,0.89,0.2985,3,41,44,1
13970,13971,2012-08-10,3,2012,8,7,False,5,True,3,0.64,0.5758,0.89,0.1045,5,128,133,2
13971,13972,2012-08-10,3,2012,8,8,False,5,True,3,0.62,0.5455,0.91,0.1642,7,112,119,2
13972,13973,2012-08-10,3,2012,8,9,False,5,True,2,0.64,0.5758,0.89,0.0,21,199,220,2
13973,13974,2012-08-10,3,2012,8,10,False,5,True,1,0.66,0.5909,0.89,0.1045,27,166,193,2
13974,13975,2012-08-10,3,2012,8,11,False,5,True,3,0.68,0.6364,0.79,0.1343,73,178,251,2
13975,13976,2012-08-10,3,2012,8,12,False,5,True,2,0.74,0.697,0.66,0.3582,75,240,315,2
13976,13977,2012-08-10,3,2012,8,13,False,5,True,2,0.76,0.7121,0.58,0.3582,66,224,290,3
13977,13978,2012-08-10,3,2012,8,14,False,5,True,1,0.76,0.7121,0.58,0.3582,71,236,307,3
13978,13979,2012-08-10,3,2012,8,15,False,5,True,1,0.8,0.7424,0.52,0.4478,100,224,324,3
13979,13980,2012-08-10,3,2012,8,16,False,5,True,1,0.78,0.7273,0.55,0.2985,96,371,467,3
13980,13981,2012-08-10,3,2012,8,17,False,5,True,1,0.8,0.7424,0.52,0.2836,111,619,730,3
13981,13982,2012-08-10,3,2012,8,18,False,5,True,1,0.76,0.7121,0.62,0.2985,88,552,640,3
13982,13983,2012-08-10,3,2012,8,19,False,5,True,1,0.76,0.7121,0.62,0.2836,98,394,492,4
13983,13984,2012-08-10,3,2012,8,20,False,5,True,1,0.74,0.697,0.66,0.2985,55,315,370,4
13984,13985,2012-08-10,3,2012,8,21,False,5,True,1,0.74,0.697,0.66,0.2537,50,236,286,4
13985,13986,2012-08-10,3,2012,8,22,False,5,True,1,0.72,0.697,0.74,0.2836,50,168,218,4
13986,13987,2012-08-10,3,2012,8,23,False,5,True,1,0.72,0.6818,0.7,0.2836,33,159,192,4
13987,13988,2012-08-11,3,2012,8,0,False,6,False,1,0.7,0.6515,0.7,0.2836,38,142,180,1
13988,13989,2012-08-11,3,2012,8,1,False,6,False,1,0.66,0.6212,0.74,0.2239,32,84,116,1
13989,13990,2012-08-11,3,2012,8,2,False,6,False,3,0.64,0.5909,0.78,0.194,19,66,85,1
13990,13991,2012-08-11,3,2012,8,3,False,6,False,3,0.62,0.5758,0.83,0.1642,2,19,21,1
13991,13992,2012-08-11,3,2012,8,4,False,6,False,1,0.62,0.5758,0.83,0.1045,3,7,10,1
13992,13993,2012-08-11,3,2012,8,5,False,6,False,1,0.62,0.5606,0.88,0.1045,2,9,11,1
13993,13994,2012-08-11,3,2012,8,6,False,6,False,2,0.62,0.5606,0.88,0.1045,5,18,23,1
13994,13995,2012-08-11,3,2012,8,7,False,6,False,1,0.64,0.5758,0.83,0.0896,8,54,62,2
13995,13996,2012-08-11,3,2012,8,8,False,6,False,1,0.66,0.6061,0.83,0.1045,30,132,162,2
13996,13997,2012-08-11,3,2012,8,9,False,6,False,1,0.68,0.6364,0.79,0.194,54,217,271,2
13997,13998,2012-08-11,3,2012,8,10,False,6,False,1,0.72,0.6818,0.62,0.0896,125,282,407,2
13998,13999,2012-08-11,3,2012,8,11,False,6,False,1,0.74,0.697,0.66,0.1642,203,296,499,2
13999,14000,2012-08-11,3,2012,8,12,False,6,False,1,0.76,0.7121,0.58,0.2239,214,332,546,2
14000,14001,2012-08-11,3,2012,8,13,False,6,False,1,0.8,0.7424,0.49,0.3582,228,341,569,3
14001,14002,2012-08-11,3,2012,8,14,False,6,False,1,0.8,0.7424,0.49,0.2985,248,290,538,3
14002,14003,2012-08-11,3,2012,8,15,False,6,False,1,0.8,0.7273,0.46,0.2836,246,316,562,3
14003,14004,2012-08-11,3,2012,8,16,False,6,False,1,0.8,0.7273,0.46,0.2985,227,304,531,3
14004,14005,2012-08-11,3,2012,8,17,False,6,False,3,0.74,0.697,0.66,0.3582,220,292,512,3
14005,14006,2012-08-11,3,2012,8,18,False,6,False,2,0.7,0.6667,0.74,0.2985,107,193,300,3
14006,14007,2012-08-11,3,2012,8,19,False,6,False,2,0.66,0.5909,0.89,0.1045,97,178,275,4
14007,14008,2012-08-11,3,2012,8,20,False,6,False,3,0.66,0.5909,0.89,0.4179,31,129,160,4
14008,14009,2012-08-11,3,2012,8,21,False,6,False,2,0.66,0.5909,0.89,0.1642,26,102,128,4
14009,14010,2012-08-11,3,2012,8,22,False,6,False,2,0.66,0.5909,0.89,0.1642,40,128,168,4
14010,14011,2012-08-11,3,2012,8,23,False,6,False,3,0.66,0.6061,0.78,0.1642,42,121,163,4
14011,14012,2012-08-12,3,2012,8,0,False,0,False,2,0.64,0.6061,0.73,0.1343,24,96,120,1
14012,14013,2012-08-12,3,2012,8,1,False,0,False,1,0.62,0.5909,0.78,0.1343,21,92,113,1
14013,14014,2012-08-12,3,2012,8,2,False,0,False,1,0.64,0.6061,0.69,0.1343,19,67,86,1
14014,14015,2012-08-12,3,2012,8,3,False,0,False,1,0.62,0.5909,0.73,0.0896,11,37,48,1
14015,14016,2012-08-12,3,2012,8,4,False,0,False,1,0.64,0.6061,0.69,0.0896,2,8,10,1
14016,14017,2012-08-12,3,2012,8,5,False,0,False,1,0.64,0.6212,0.61,0.194,1,9,10,1
14017,14018,2012-08-12,3,2012,8,6,False,0,False,1,0.64,0.6061,0.65,0.1642,2,14,16,1
14018,14019,2012-08-12,3,2012,8,7,False,0,False,1,0.64,0.6061,0.65,0.1343,9,30,39,2
14019,14020,2012-08-12,3,2012,8,8,False,0,False,1,0.66,0.6212,0.54,0.2239,35,84,119,2
14020,14021,2012-08-12,3,2012,8,9,False,0,False,1,0.7,0.6515,0.48,0.2239,64,153,217,2
14021,14022,2012-08-12,3,2012,8,10,False,0,False,1,0.7,0.6515,0.51,0.1642,88,240,328,2
14022,14023,2012-08-12,3,2012,8,11,False,0,False,1,0.74,0.6667,0.42,0.1642,167,282,449,2
14023,14024,2012-08-12,3,2012,8,12,False,0,False,1,0.74,0.6667,0.42,0.194,163,342,505,2
14024,14025,2012-08-12,3,2012,8,13,False,0,False,1,0.78,0.697,0.4,0.0,178,365,543,3
14025,14026,2012-08-12,3,2012,8,14,False,0,False,1,0.76,0.6818,0.4,0.194,213,366,579,3
14026,14027,2012-08-12,3,2012,8,15,False,0,False,1,0.76,0.6818,0.4,0.1343,235,342,577,3
14027,14028,2012-08-12,3,2012,8,16,False,0,False,1,0.76,0.6818,0.4,0.1045,213,300,513,3
14028,14029,2012-08-12,3,2012,8,17,False,0,False,1,0.8,0.697,0.33,0.0,186,319,505,3
14029,14030,2012-08-12,3,2012,8,18,False,0,False,1,0.78,0.6818,0.35,0.1045,164,327,491,3
14030,14031,2012-08-12,3,2012,8,19,False,0,False,1,0.74,0.6515,0.4,0.1343,148,317,465,4
14031,14032,2012-08-12,3,2012,8,20,False,0,False,1,0.72,0.6515,0.45,0.0,96,204,300,4
14032,14033,2012-08-12,3,2012,8,21,False,0,False,1,0.72,0.6667,0.51,0.0896,78,142,220,4
14033,14034,2012-08-12,3,2012,8,22,False,0,False,1,0.7,0.6515,0.58,0.1343,40,141,181,4
14034,14035,2012-08-12,3,2012,8,23,False,0,False,1,0.68,0.6364,0.61,0.0,25,85,110,4
14035,14036,2012-08-13,3,2012,8,0,False,1,True,1,0.66,0.6212,0.65,0.1045,14,33,47,1
14036,14037,2012-08-13,3,2012,8,1,False,1,True,1,0.66,0.6212,0.65,0.0896,3,11,14,1
14037,14038,2012-08-13,3,2012,8,2,False,1,True,1,0.64,0.6061,0.69,0.1045,1,8,9,1
14038,14039,2012-08-13,3,2012,8,3,False,1,True,1,0.64,0.6061,0.69,0.0,1,5,6,1
14039,14040,2012-08-13,3,2012,8,4,False,1,True,1,0.64,0.6061,0.69,0.1045,0,11,11,1
14040,14041,2012-08-13,3,2012,8,5,False,1,True,1,0.64,0.6061,0.69,0.1045,3,33,36,1
14041,14042,2012-08-13,3,2012,8,6,False,1,True,1,0.62,0.5909,0.73,0.0896,4,155,159,1
14042,14043,2012-08-13,3,2012,8,7,False,1,True,1,0.66,0.6212,0.65,0.1343,11,425,436,2
14043,14044,2012-08-13,3,2012,8,8,False,1,True,2,0.72,0.6667,0.51,0.0896,25,648,673,2
14044,14045,2012-08-13,3,2012,8,9,False,1,True,2,0.74,0.6667,0.45,0.0,40,265,305,2
14045,14046,2012-08-13,3,2012,8,10,False,1,True,2,0.76,0.6818,0.4,0.0,88,111,199,2
14046,14047,2012-08-13,3,2012,8,11,False,1,True,1,0.76,0.6818,0.4,0.0896,94,151,245,2
14047,14048,2012-08-13,3,2012,8,12,False,1,True,1,0.78,0.697,0.4,0.194,96,180,276,2
14048,14049,2012-08-13,3,2012,8,13,False,1,True,1,0.78,0.697,0.4,0.1642,79,175,254,3
14049,14050,2012-08-13,3,2012,8,14,False,1,True,1,0.8,0.697,0.33,0.1045,85,163,248,3
14050,14051,2012-08-13,3,2012,8,15,False,1,True,1,0.82,0.7273,0.34,0.2239,80,194,274,3
14051,14052,2012-08-13,3,2012,8,16,False,1,True,1,0.8,0.7121,0.36,0.0896,116,348,464,3
14052,14053,2012-08-13,3,2012,8,17,False,1,True,1,0.8,0.7121,0.36,0.1642,102,716,818,3
14053,14054,2012-08-13,3,2012,8,18,False,1,True,1,0.76,0.697,0.52,0.2836,103,709,812,3
14054,14055,2012-08-13,3,2012,8,19,False,1,True,1,0.74,0.6818,0.58,0.1642,88,467,555,4
14055,14056,2012-08-13,3,2012,8,20,False,1,True,1,0.74,0.6818,0.62,0.2239,58,374,432,4
14056,14057,2012-08-13,3,2012,8,21,False,1,True,1,0.72,0.6818,0.66,0.194,44,246,290,4
14057,14058,2012-08-13,3,2012,8,22,False,1,True,1,0.72,0.6818,0.62,0.3284,44,148,192,4
14058,14059,2012-08-13,3,2012,8,23,False,1,True,1,0.7,0.6515,0.7,0.2239,28,100,128,4
14059,14060,2012-08-14,3,2012,8,0,False,2,True,1,0.7,0.6667,0.74,0.2239,12,48,60,1
14060,14061,2012-08-14,3,2012,8,1,False,2,True,1,0.68,0.6364,0.79,0.2537,8,19,27,1
14061,14062,2012-08-14,3,2012,8,2,False,2,True,2,0.68,0.6364,0.83,0.194,2,9,11,1
14062,14063,2012-08-14,3,2012,8,3,False,2,True,2,0.68,0.6364,0.83,0.194,0,3,3,1
14063,14064,2012-08-14,3,2012,8,4,False,2,True,2,0.68,0.6364,0.83,0.194,0,5,5,1
14064,14065,2012-08-14,3,2012,8,5,False,2,True,2,0.68,0.6364,0.89,0.194,1,35,36,1
14065,14066,2012-08-14,3,2012,8,6,False,2,True,3,0.64,0.5758,0.83,0.194,1,63,64,1
14066,14067,2012-08-14,3,2012,8,7,False,2,True,2,0.66,0.6061,0.83,0.0896,1,178,179,2
14067,14068,2012-08-14,3,2012,8,8,False,2,True,2,0.66,0.5909,0.89,0.0896,27,591,618,2
14068,14069,2012-08-14,3,2012,8,9,False,2,True,2,0.7,0.6667,0.74,0.0,48,354,402,2
14069,14070,2012-08-14,3,2012,8,10,False,2,True,1,0.7,0.6667,0.79,0.1045,53,155,208,2
14070,14071,2012-08-14,3,2012,8,11,False,2,True,1,0.74,0.6818,0.62,0.0,69,127,196,2
14071,14072,2012-08-14,3,2012,8,12,False,2,True,1,0.78,0.7121,0.49,0.1343,93,207,300,2
14072,14073,2012-08-14,3,2012,8,13,False,2,True,1,0.8,0.7273,0.46,0.0896,83,203,286,3
14073,14074,2012-08-14,3,2012,8,14,False,2,True,1,0.82,0.7424,0.41,0.2239,80,175,255,3
14074,14075,2012-08-14,3,2012,8,15,False,2,True,1,0.82,0.7576,0.46,0.2239,84,199,283,3
14075,14076,2012-08-14,3,2012,8,16,False,2,True,1,0.82,0.7424,0.43,0.2239,95,363,458,3
14076,14077,2012-08-14,3,2012,8,17,False,2,True,3,0.76,0.7273,0.66,0.2537,78,734,812,3
14077,14078,2012-08-14,3,2012,8,18,False,2,True,1,0.76,0.7121,0.62,0.2836,97,757,854,3
14078,14079,2012-08-14,3,2012,8,19,False,2,True,1,0.76,0.7273,0.66,0.194,94,533,627,4
14079,14080,2012-08-14,3,2012,8,20,False,2,True,1,0.74,0.7121,0.74,0.2239,65,371,436,4
